pid,task,adherence,file
eed0e4a4-c915-4ada-9d23-9e0c56fa0d37,Free-speech-2,1.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-eed0e4a4-c915-4ada-9d23-9e0c56fa0d37/ses-BDC578CA-C29F-4736-B838-6E11462650D8/audio/sub-eed0e4a4-c915-4ada-9d23-9e0c56fa0d37_ses-BDC578CA-C29F-4736-B838-6E11462650D8_Free-speech_rec-Free-speech-2.wav
eed0e4a4-c915-4ada-9d23-9e0c56fa0d37,Cape-V-sentences-6,4.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-eed0e4a4-c915-4ada-9d23-9e0c56fa0d37/ses-BDC578CA-C29F-4736-B838-6E11462650D8/audio/sub-eed0e4a4-c915-4ada-9d23-9e0c56fa0d37_ses-BDC578CA-C29F-4736-B838-6E11462650D8_Cape-V-sentences_rec-Cape-V-sentences-6.wav
eed0e4a4-c915-4ada-9d23-9e0c56fa0d37,Cape-V-sentences-5,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-eed0e4a4-c915-4ada-9d23-9e0c56fa0d37/ses-BDC578CA-C29F-4736-B838-6E11462650D8/audio/sub-eed0e4a4-c915-4ada-9d23-9e0c56fa0d37_ses-BDC578CA-C29F-4736-B838-6E11462650D8_Cape-V-sentences_rec-Cape-V-sentences-5.wav
eed0e4a4-c915-4ada-9d23-9e0c56fa0d37,Cape-V-sentences-4,4.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-eed0e4a4-c915-4ada-9d23-9e0c56fa0d37/ses-BDC578CA-C29F-4736-B838-6E11462650D8/audio/sub-eed0e4a4-c915-4ada-9d23-9e0c56fa0d37_ses-BDC578CA-C29F-4736-B838-6E11462650D8_Cape-V-sentences_rec-Cape-V-sentences-4.wav
eed0e4a4-c915-4ada-9d23-9e0c56fa0d37,Caterpillar-Passage,3.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-eed0e4a4-c915-4ada-9d23-9e0c56fa0d37/ses-BDC578CA-C29F-4736-B838-6E11462650D8/audio/sub-eed0e4a4-c915-4ada-9d23-9e0c56fa0d37_ses-BDC578CA-C29F-4736-B838-6E11462650D8_Caterpillar-Passage_rec-Caterpillar-Passage.wav
eed0e4a4-c915-4ada-9d23-9e0c56fa0d37,Respiration-and-cough-FiveBreaths-2,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-eed0e4a4-c915-4ada-9d23-9e0c56fa0d37/ses-BDC578CA-C29F-4736-B838-6E11462650D8/audio/sub-eed0e4a4-c915-4ada-9d23-9e0c56fa0d37_ses-BDC578CA-C29F-4736-B838-6E11462650D8_Respiration-and-cough_rec-Respiration-and-cough-FiveBreaths-2.wav
eed0e4a4-c915-4ada-9d23-9e0c56fa0d37,Respiration-and-cough-FiveBreaths-3,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-eed0e4a4-c915-4ada-9d23-9e0c56fa0d37/ses-BDC578CA-C29F-4736-B838-6E11462650D8/audio/sub-eed0e4a4-c915-4ada-9d23-9e0c56fa0d37_ses-BDC578CA-C29F-4736-B838-6E11462650D8_Respiration-and-cough_rec-Respiration-and-cough-FiveBreaths-3.wav
eed0e4a4-c915-4ada-9d23-9e0c56fa0d37,Respiration-and-cough-Breath-1,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-eed0e4a4-c915-4ada-9d23-9e0c56fa0d37/ses-BDC578CA-C29F-4736-B838-6E11462650D8/audio/sub-eed0e4a4-c915-4ada-9d23-9e0c56fa0d37_ses-BDC578CA-C29F-4736-B838-6E11462650D8_Respiration-and-cough_rec-Respiration-and-cough-Breath-1.wav
eed0e4a4-c915-4ada-9d23-9e0c56fa0d37,Respiration-and-cough-FiveBreaths-1,4.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-eed0e4a4-c915-4ada-9d23-9e0c56fa0d37/ses-BDC578CA-C29F-4736-B838-6E11462650D8/audio/sub-eed0e4a4-c915-4ada-9d23-9e0c56fa0d37_ses-BDC578CA-C29F-4736-B838-6E11462650D8_Respiration-and-cough_rec-Respiration-and-cough-FiveBreaths-1.wav
eed0e4a4-c915-4ada-9d23-9e0c56fa0d37,Respiration-and-cough-Breath-2,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-eed0e4a4-c915-4ada-9d23-9e0c56fa0d37/ses-BDC578CA-C29F-4736-B838-6E11462650D8/audio/sub-eed0e4a4-c915-4ada-9d23-9e0c56fa0d37_ses-BDC578CA-C29F-4736-B838-6E11462650D8_Respiration-and-cough_rec-Respiration-and-cough-Breath-2.wav
eed0e4a4-c915-4ada-9d23-9e0c56fa0d37,Respiration-and-cough-FiveBreaths-4,4.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-eed0e4a4-c915-4ada-9d23-9e0c56fa0d37/ses-BDC578CA-C29F-4736-B838-6E11462650D8/audio/sub-eed0e4a4-c915-4ada-9d23-9e0c56fa0d37_ses-BDC578CA-C29F-4736-B838-6E11462650D8_Respiration-and-cough_rec-Respiration-and-cough-FiveBreaths-4.wav
fbccbc13-a9a8-4151-8fd0-5c5d65e073ec,Respiration-and-cough-Cough-1,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-fbccbc13-a9a8-4151-8fd0-5c5d65e073ec/ses-006DD2DB-DA03-4564-87C9-201506538022/audio/sub-fbccbc13-a9a8-4151-8fd0-5c5d65e073ec_ses-006DD2DB-DA03-4564-87C9-201506538022_Respiration-and-cough_rec-Respiration-and-cough-Cough-1.wav
fbccbc13-a9a8-4151-8fd0-5c5d65e073ec,Respiration-and-cough-Cough-2,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-fbccbc13-a9a8-4151-8fd0-5c5d65e073ec/ses-006DD2DB-DA03-4564-87C9-201506538022/audio/sub-fbccbc13-a9a8-4151-8fd0-5c5d65e073ec_ses-006DD2DB-DA03-4564-87C9-201506538022_Respiration-and-cough_rec-Respiration-and-cough-Cough-2.wav
fbccbc13-a9a8-4151-8fd0-5c5d65e073ec,Picture-description,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-fbccbc13-a9a8-4151-8fd0-5c5d65e073ec/ses-006DD2DB-DA03-4564-87C9-201506538022/audio/sub-fbccbc13-a9a8-4151-8fd0-5c5d65e073ec_ses-006DD2DB-DA03-4564-87C9-201506538022_Picture-description_rec-Picture-description.wav
fbccbc13-a9a8-4151-8fd0-5c5d65e073ec,Free-speech-1,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-fbccbc13-a9a8-4151-8fd0-5c5d65e073ec/ses-006DD2DB-DA03-4564-87C9-201506538022/audio/sub-fbccbc13-a9a8-4151-8fd0-5c5d65e073ec_ses-006DD2DB-DA03-4564-87C9-201506538022_Free-speech_rec-Free-speech-1.wav
fbccbc13-a9a8-4151-8fd0-5c5d65e073ec,Diadochokinesis-TA,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-fbccbc13-a9a8-4151-8fd0-5c5d65e073ec/ses-006DD2DB-DA03-4564-87C9-201506538022/audio/sub-fbccbc13-a9a8-4151-8fd0-5c5d65e073ec_ses-006DD2DB-DA03-4564-87C9-201506538022_Diadochokinesis_rec-Diadochokinesis-TA.wav
fbccbc13-a9a8-4151-8fd0-5c5d65e073ec,Free-speech-2,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-fbccbc13-a9a8-4151-8fd0-5c5d65e073ec/ses-006DD2DB-DA03-4564-87C9-201506538022/audio/sub-fbccbc13-a9a8-4151-8fd0-5c5d65e073ec_ses-006DD2DB-DA03-4564-87C9-201506538022_Free-speech_rec-Free-speech-2.wav
fbccbc13-a9a8-4151-8fd0-5c5d65e073ec,Free-speech-3,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-fbccbc13-a9a8-4151-8fd0-5c5d65e073ec/ses-006DD2DB-DA03-4564-87C9-201506538022/audio/sub-fbccbc13-a9a8-4151-8fd0-5c5d65e073ec_ses-006DD2DB-DA03-4564-87C9-201506538022_Free-speech_rec-Free-speech-3.wav
fbccbc13-a9a8-4151-8fd0-5c5d65e073ec,Respiration-and-cough-Breath-2,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-fbccbc13-a9a8-4151-8fd0-5c5d65e073ec/ses-006DD2DB-DA03-4564-87C9-201506538022/audio/sub-fbccbc13-a9a8-4151-8fd0-5c5d65e073ec_ses-006DD2DB-DA03-4564-87C9-201506538022_Respiration-and-cough_rec-Respiration-and-cough-Breath-2.wav
fbccbc13-a9a8-4151-8fd0-5c5d65e073ec,Respiration-and-cough-Breath-1,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-fbccbc13-a9a8-4151-8fd0-5c5d65e073ec/ses-006DD2DB-DA03-4564-87C9-201506538022/audio/sub-fbccbc13-a9a8-4151-8fd0-5c5d65e073ec_ses-006DD2DB-DA03-4564-87C9-201506538022_Respiration-and-cough_rec-Respiration-and-cough-Breath-1.wav
fbccbc13-a9a8-4151-8fd0-5c5d65e073ec,Rainbow-Passage,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-fbccbc13-a9a8-4151-8fd0-5c5d65e073ec/ses-006DD2DB-DA03-4564-87C9-201506538022/audio/sub-fbccbc13-a9a8-4151-8fd0-5c5d65e073ec_ses-006DD2DB-DA03-4564-87C9-201506538022_Rainbow-Passage_rec-Rainbow-Passage.wav
fbccbc13-a9a8-4151-8fd0-5c5d65e073ec,Loudness,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-fbccbc13-a9a8-4151-8fd0-5c5d65e073ec/ses-006DD2DB-DA03-4564-87C9-201506538022/audio/sub-fbccbc13-a9a8-4151-8fd0-5c5d65e073ec_ses-006DD2DB-DA03-4564-87C9-201506538022_Loudness_rec-Loudness.wav
fbccbc13-a9a8-4151-8fd0-5c5d65e073ec,Diadochokinesis-KA,4.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-fbccbc13-a9a8-4151-8fd0-5c5d65e073ec/ses-006DD2DB-DA03-4564-87C9-201506538022/audio/sub-fbccbc13-a9a8-4151-8fd0-5c5d65e073ec_ses-006DD2DB-DA03-4564-87C9-201506538022_Diadochokinesis_rec-Diadochokinesis-KA.wav
fbccbc13-a9a8-4151-8fd0-5c5d65e073ec,Prolonged-vowel,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-fbccbc13-a9a8-4151-8fd0-5c5d65e073ec/ses-006DD2DB-DA03-4564-87C9-201506538022/audio/sub-fbccbc13-a9a8-4151-8fd0-5c5d65e073ec_ses-006DD2DB-DA03-4564-87C9-201506538022_Prolonged-vowel_rec-Prolonged-vowel.wav
fbccbc13-a9a8-4151-8fd0-5c5d65e073ec,Glides-High-to-Low,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-fbccbc13-a9a8-4151-8fd0-5c5d65e073ec/ses-006DD2DB-DA03-4564-87C9-201506538022/audio/sub-fbccbc13-a9a8-4151-8fd0-5c5d65e073ec_ses-006DD2DB-DA03-4564-87C9-201506538022_Glides_rec-Glides-High-to-Low.wav
fbccbc13-a9a8-4151-8fd0-5c5d65e073ec,Respiration-and-cough-FiveBreaths-4,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-fbccbc13-a9a8-4151-8fd0-5c5d65e073ec/ses-006DD2DB-DA03-4564-87C9-201506538022/audio/sub-fbccbc13-a9a8-4151-8fd0-5c5d65e073ec_ses-006DD2DB-DA03-4564-87C9-201506538022_Respiration-and-cough_rec-Respiration-and-cough-FiveBreaths-4.wav
fbccbc13-a9a8-4151-8fd0-5c5d65e073ec,Respiration-and-cough-FiveBreaths-1,4.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-fbccbc13-a9a8-4151-8fd0-5c5d65e073ec/ses-006DD2DB-DA03-4564-87C9-201506538022/audio/sub-fbccbc13-a9a8-4151-8fd0-5c5d65e073ec_ses-006DD2DB-DA03-4564-87C9-201506538022_Respiration-and-cough_rec-Respiration-and-cough-FiveBreaths-1.wav
fbccbc13-a9a8-4151-8fd0-5c5d65e073ec,Diadochokinesis-PA,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-fbccbc13-a9a8-4151-8fd0-5c5d65e073ec/ses-006DD2DB-DA03-4564-87C9-201506538022/audio/sub-fbccbc13-a9a8-4151-8fd0-5c5d65e073ec_ses-006DD2DB-DA03-4564-87C9-201506538022_Diadochokinesis_rec-Diadochokinesis-PA.wav
fbccbc13-a9a8-4151-8fd0-5c5d65e073ec,Diadochokinesis-Pataka,4.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-fbccbc13-a9a8-4151-8fd0-5c5d65e073ec/ses-006DD2DB-DA03-4564-87C9-201506538022/audio/sub-fbccbc13-a9a8-4151-8fd0-5c5d65e073ec_ses-006DD2DB-DA03-4564-87C9-201506538022_Diadochokinesis_rec-Diadochokinesis-Pataka.wav
fbccbc13-a9a8-4151-8fd0-5c5d65e073ec,Respiration-and-cough-FiveBreaths-2,4.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-fbccbc13-a9a8-4151-8fd0-5c5d65e073ec/ses-006DD2DB-DA03-4564-87C9-201506538022/audio/sub-fbccbc13-a9a8-4151-8fd0-5c5d65e073ec_ses-006DD2DB-DA03-4564-87C9-201506538022_Respiration-and-cough_rec-Respiration-and-cough-FiveBreaths-2.wav
fbccbc13-a9a8-4151-8fd0-5c5d65e073ec,Respiration-and-cough-FiveBreaths-3,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-fbccbc13-a9a8-4151-8fd0-5c5d65e073ec/ses-006DD2DB-DA03-4564-87C9-201506538022/audio/sub-fbccbc13-a9a8-4151-8fd0-5c5d65e073ec_ses-006DD2DB-DA03-4564-87C9-201506538022_Respiration-and-cough_rec-Respiration-and-cough-FiveBreaths-3.wav
fbccbc13-a9a8-4151-8fd0-5c5d65e073ec,Maximum-phonation-time-3,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-fbccbc13-a9a8-4151-8fd0-5c5d65e073ec/ses-006DD2DB-DA03-4564-87C9-201506538022/audio/sub-fbccbc13-a9a8-4151-8fd0-5c5d65e073ec_ses-006DD2DB-DA03-4564-87C9-201506538022_Maximum-phonation-time_rec-Maximum-phonation-time-3.wav
fbccbc13-a9a8-4151-8fd0-5c5d65e073ec,Glides-Low-to-High,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-fbccbc13-a9a8-4151-8fd0-5c5d65e073ec/ses-006DD2DB-DA03-4564-87C9-201506538022/audio/sub-fbccbc13-a9a8-4151-8fd0-5c5d65e073ec_ses-006DD2DB-DA03-4564-87C9-201506538022_Glides_rec-Glides-Low-to-High.wav
fbccbc13-a9a8-4151-8fd0-5c5d65e073ec,Maximum-phonation-time-2,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-fbccbc13-a9a8-4151-8fd0-5c5d65e073ec/ses-006DD2DB-DA03-4564-87C9-201506538022/audio/sub-fbccbc13-a9a8-4151-8fd0-5c5d65e073ec_ses-006DD2DB-DA03-4564-87C9-201506538022_Maximum-phonation-time_rec-Maximum-phonation-time-2.wav
fbccbc13-a9a8-4151-8fd0-5c5d65e073ec,Voluntary-Cough,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-fbccbc13-a9a8-4151-8fd0-5c5d65e073ec/ses-006DD2DB-DA03-4564-87C9-201506538022/audio/sub-fbccbc13-a9a8-4151-8fd0-5c5d65e073ec_ses-006DD2DB-DA03-4564-87C9-201506538022_Voluntary-Cough_rec-Voluntary-Cough.wav
fbccbc13-a9a8-4151-8fd0-5c5d65e073ec,Breath-Sounds,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-fbccbc13-a9a8-4151-8fd0-5c5d65e073ec/ses-006DD2DB-DA03-4564-87C9-201506538022/audio/sub-fbccbc13-a9a8-4151-8fd0-5c5d65e073ec_ses-006DD2DB-DA03-4564-87C9-201506538022_Breath-Sounds_rec-Breath-Sounds.wav
fbccbc13-a9a8-4151-8fd0-5c5d65e073ec,Maximum-phonation-time-1,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-fbccbc13-a9a8-4151-8fd0-5c5d65e073ec/ses-006DD2DB-DA03-4564-87C9-201506538022/audio/sub-fbccbc13-a9a8-4151-8fd0-5c5d65e073ec_ses-006DD2DB-DA03-4564-87C9-201506538022_Maximum-phonation-time_rec-Maximum-phonation-time-1.wav
fbccbc13-a9a8-4151-8fd0-5c5d65e073ec,Diadochokinesis-buttercup,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-fbccbc13-a9a8-4151-8fd0-5c5d65e073ec/ses-006DD2DB-DA03-4564-87C9-201506538022/audio/sub-fbccbc13-a9a8-4151-8fd0-5c5d65e073ec_ses-006DD2DB-DA03-4564-87C9-201506538022_Diadochokinesis_rec-Diadochokinesis-buttercup.wav
8777bef2-7b09-4ecd-9908-fdb258bda3d0,Respiration-and-cough-FiveBreaths-2,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-8777bef2-7b09-4ecd-9908-fdb258bda3d0/ses-EB7161C3-22C3-48B3-AF07-9D928C5D7D79/audio/sub-8777bef2-7b09-4ecd-9908-fdb258bda3d0_ses-EB7161C3-22C3-48B3-AF07-9D928C5D7D79_Respiration-and-cough_rec-Respiration-and-cough-FiveBreaths-2.wav
8777bef2-7b09-4ecd-9908-fdb258bda3d0,Respiration-and-cough-Cough-1,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-8777bef2-7b09-4ecd-9908-fdb258bda3d0/ses-EB7161C3-22C3-48B3-AF07-9D928C5D7D79/audio/sub-8777bef2-7b09-4ecd-9908-fdb258bda3d0_ses-EB7161C3-22C3-48B3-AF07-9D928C5D7D79_Respiration-and-cough_rec-Respiration-and-cough-Cough-1.wav
8777bef2-7b09-4ecd-9908-fdb258bda3d0,Respiration-and-cough-FiveBreaths-3,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-8777bef2-7b09-4ecd-9908-fdb258bda3d0/ses-EB7161C3-22C3-48B3-AF07-9D928C5D7D79/audio/sub-8777bef2-7b09-4ecd-9908-fdb258bda3d0_ses-EB7161C3-22C3-48B3-AF07-9D928C5D7D79_Respiration-and-cough_rec-Respiration-and-cough-FiveBreaths-3.wav
8777bef2-7b09-4ecd-9908-fdb258bda3d0,Respiration-and-cough-FiveBreaths-1,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-8777bef2-7b09-4ecd-9908-fdb258bda3d0/ses-EB7161C3-22C3-48B3-AF07-9D928C5D7D79/audio/sub-8777bef2-7b09-4ecd-9908-fdb258bda3d0_ses-EB7161C3-22C3-48B3-AF07-9D928C5D7D79_Respiration-and-cough_rec-Respiration-and-cough-FiveBreaths-1.wav
8777bef2-7b09-4ecd-9908-fdb258bda3d0,Diadochokinesis-TA,4.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-8777bef2-7b09-4ecd-9908-fdb258bda3d0/ses-EB7161C3-22C3-48B3-AF07-9D928C5D7D79/audio/sub-8777bef2-7b09-4ecd-9908-fdb258bda3d0_ses-EB7161C3-22C3-48B3-AF07-9D928C5D7D79_Diadochokinesis_rec-Diadochokinesis-TA.wav
8777bef2-7b09-4ecd-9908-fdb258bda3d0,Respiration-and-cough-Cough-2,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-8777bef2-7b09-4ecd-9908-fdb258bda3d0/ses-EB7161C3-22C3-48B3-AF07-9D928C5D7D79/audio/sub-8777bef2-7b09-4ecd-9908-fdb258bda3d0_ses-EB7161C3-22C3-48B3-AF07-9D928C5D7D79_Respiration-and-cough_rec-Respiration-and-cough-Cough-2.wav
8777bef2-7b09-4ecd-9908-fdb258bda3d0,Respiration-and-cough-FiveBreaths-4,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-8777bef2-7b09-4ecd-9908-fdb258bda3d0/ses-EB7161C3-22C3-48B3-AF07-9D928C5D7D79/audio/sub-8777bef2-7b09-4ecd-9908-fdb258bda3d0_ses-EB7161C3-22C3-48B3-AF07-9D928C5D7D79_Respiration-and-cough_rec-Respiration-and-cough-FiveBreaths-4.wav
8777bef2-7b09-4ecd-9908-fdb258bda3d0,Free-speech-2,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-8777bef2-7b09-4ecd-9908-fdb258bda3d0/ses-EB7161C3-22C3-48B3-AF07-9D928C5D7D79/audio/sub-8777bef2-7b09-4ecd-9908-fdb258bda3d0_ses-EB7161C3-22C3-48B3-AF07-9D928C5D7D79_Free-speech_rec-Free-speech-2.wav
8777bef2-7b09-4ecd-9908-fdb258bda3d0,Free-speech-3,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-8777bef2-7b09-4ecd-9908-fdb258bda3d0/ses-EB7161C3-22C3-48B3-AF07-9D928C5D7D79/audio/sub-8777bef2-7b09-4ecd-9908-fdb258bda3d0_ses-EB7161C3-22C3-48B3-AF07-9D928C5D7D79_Free-speech_rec-Free-speech-3.wav
8777bef2-7b09-4ecd-9908-fdb258bda3d0,Rainbow-Passage,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-8777bef2-7b09-4ecd-9908-fdb258bda3d0/ses-EB7161C3-22C3-48B3-AF07-9D928C5D7D79/audio/sub-8777bef2-7b09-4ecd-9908-fdb258bda3d0_ses-EB7161C3-22C3-48B3-AF07-9D928C5D7D79_Rainbow-Passage_rec-Rainbow-Passage.wav
8777bef2-7b09-4ecd-9908-fdb258bda3d0,Free-speech-1,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-8777bef2-7b09-4ecd-9908-fdb258bda3d0/ses-EB7161C3-22C3-48B3-AF07-9D928C5D7D79/audio/sub-8777bef2-7b09-4ecd-9908-fdb258bda3d0_ses-EB7161C3-22C3-48B3-AF07-9D928C5D7D79_Free-speech_rec-Free-speech-1.wav
8777bef2-7b09-4ecd-9908-fdb258bda3d0,Picture-description,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-8777bef2-7b09-4ecd-9908-fdb258bda3d0/ses-EB7161C3-22C3-48B3-AF07-9D928C5D7D79/audio/sub-8777bef2-7b09-4ecd-9908-fdb258bda3d0_ses-EB7161C3-22C3-48B3-AF07-9D928C5D7D79_Picture-description_rec-Picture-description.wav
8777bef2-7b09-4ecd-9908-fdb258bda3d0,Diadochokinesis-Pataka,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-8777bef2-7b09-4ecd-9908-fdb258bda3d0/ses-EB7161C3-22C3-48B3-AF07-9D928C5D7D79/audio/sub-8777bef2-7b09-4ecd-9908-fdb258bda3d0_ses-EB7161C3-22C3-48B3-AF07-9D928C5D7D79_Diadochokinesis_rec-Diadochokinesis-Pataka.wav
8777bef2-7b09-4ecd-9908-fdb258bda3d0,Diadochokinesis-KA,4.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-8777bef2-7b09-4ecd-9908-fdb258bda3d0/ses-EB7161C3-22C3-48B3-AF07-9D928C5D7D79/audio/sub-8777bef2-7b09-4ecd-9908-fdb258bda3d0_ses-EB7161C3-22C3-48B3-AF07-9D928C5D7D79_Diadochokinesis_rec-Diadochokinesis-KA.wav
8777bef2-7b09-4ecd-9908-fdb258bda3d0,Maximum-phonation-time-1,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-8777bef2-7b09-4ecd-9908-fdb258bda3d0/ses-EB7161C3-22C3-48B3-AF07-9D928C5D7D79/audio/sub-8777bef2-7b09-4ecd-9908-fdb258bda3d0_ses-EB7161C3-22C3-48B3-AF07-9D928C5D7D79_Maximum-phonation-time_rec-Maximum-phonation-time-1.wav
8777bef2-7b09-4ecd-9908-fdb258bda3d0,Diadochokinesis-PA,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-8777bef2-7b09-4ecd-9908-fdb258bda3d0/ses-EB7161C3-22C3-48B3-AF07-9D928C5D7D79/audio/sub-8777bef2-7b09-4ecd-9908-fdb258bda3d0_ses-EB7161C3-22C3-48B3-AF07-9D928C5D7D79_Diadochokinesis_rec-Diadochokinesis-PA.wav
8777bef2-7b09-4ecd-9908-fdb258bda3d0,Loudness,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-8777bef2-7b09-4ecd-9908-fdb258bda3d0/ses-EB7161C3-22C3-48B3-AF07-9D928C5D7D79/audio/sub-8777bef2-7b09-4ecd-9908-fdb258bda3d0_ses-EB7161C3-22C3-48B3-AF07-9D928C5D7D79_Loudness_rec-Loudness.wav
8777bef2-7b09-4ecd-9908-fdb258bda3d0,Maximum-phonation-time-2,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-8777bef2-7b09-4ecd-9908-fdb258bda3d0/ses-EB7161C3-22C3-48B3-AF07-9D928C5D7D79/audio/sub-8777bef2-7b09-4ecd-9908-fdb258bda3d0_ses-EB7161C3-22C3-48B3-AF07-9D928C5D7D79_Maximum-phonation-time_rec-Maximum-phonation-time-2.wav
8777bef2-7b09-4ecd-9908-fdb258bda3d0,Glides-High-to-Low,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-8777bef2-7b09-4ecd-9908-fdb258bda3d0/ses-EB7161C3-22C3-48B3-AF07-9D928C5D7D79/audio/sub-8777bef2-7b09-4ecd-9908-fdb258bda3d0_ses-EB7161C3-22C3-48B3-AF07-9D928C5D7D79_Glides_rec-Glides-High-to-Low.wav
8777bef2-7b09-4ecd-9908-fdb258bda3d0,Maximum-phonation-time-3,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-8777bef2-7b09-4ecd-9908-fdb258bda3d0/ses-EB7161C3-22C3-48B3-AF07-9D928C5D7D79/audio/sub-8777bef2-7b09-4ecd-9908-fdb258bda3d0_ses-EB7161C3-22C3-48B3-AF07-9D928C5D7D79_Maximum-phonation-time_rec-Maximum-phonation-time-3.wav
8777bef2-7b09-4ecd-9908-fdb258bda3d0,Respiration-and-cough-Breath-1,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-8777bef2-7b09-4ecd-9908-fdb258bda3d0/ses-EB7161C3-22C3-48B3-AF07-9D928C5D7D79/audio/sub-8777bef2-7b09-4ecd-9908-fdb258bda3d0_ses-EB7161C3-22C3-48B3-AF07-9D928C5D7D79_Respiration-and-cough_rec-Respiration-and-cough-Breath-1.wav
8777bef2-7b09-4ecd-9908-fdb258bda3d0,Respiration-and-cough-Breath-2,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-8777bef2-7b09-4ecd-9908-fdb258bda3d0/ses-EB7161C3-22C3-48B3-AF07-9D928C5D7D79/audio/sub-8777bef2-7b09-4ecd-9908-fdb258bda3d0_ses-EB7161C3-22C3-48B3-AF07-9D928C5D7D79_Respiration-and-cough_rec-Respiration-and-cough-Breath-2.wav
8777bef2-7b09-4ecd-9908-fdb258bda3d0,Voluntary-Cough,5.0,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-8777bef2-7b09-4ecd-9908-fdb258bda3d0/ses-EB7161C3-22C3-48B3-AF07-9D928C5D7D79/audio/sub-8777bef2-7b09-4ecd-9908-fdb258bda3d0_ses-EB7161C3-22C3-48B3-AF07-9D928C5D7D79_Voluntary-Cough_rec-Voluntary-Cough.wav
