pid,task,adherence,file,spectrogram
f9988983-ebb5-434c-a20e-461e77f24cad,Glides-Low-to-High,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-f9988983-ebb5-434c-a20e-461e77f24cad/ses-25E1BE27-3505-47FF-B000-40B0CECA7089/audio/sub-f9988983-ebb5-434c-a20e-461e77f24cad_ses-25E1BE27-3505-47FF-B000-40B0CECA7089_Glides_rec-Glides-Low-to-High.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_230.png
f9988983-ebb5-434c-a20e-461e77f24cad,Voluntary-Cough,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-f9988983-ebb5-434c-a20e-461e77f24cad/ses-25E1BE27-3505-47FF-B000-40B0CECA7089/audio/sub-f9988983-ebb5-434c-a20e-461e77f24cad_ses-25E1BE27-3505-47FF-B000-40B0CECA7089_Voluntary-Cough_rec-Voluntary-Cough.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_231.png
f9988983-ebb5-434c-a20e-461e77f24cad,Diadochokinesis-Pataka,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-f9988983-ebb5-434c-a20e-461e77f24cad/ses-25E1BE27-3505-47FF-B000-40B0CECA7089/audio/sub-f9988983-ebb5-434c-a20e-461e77f24cad_ses-25E1BE27-3505-47FF-B000-40B0CECA7089_Diadochokinesis_rec-Diadochokinesis-Pataka.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_232.png
f9988983-ebb5-434c-a20e-461e77f24cad,Breath-Sounds,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-f9988983-ebb5-434c-a20e-461e77f24cad/ses-25E1BE27-3505-47FF-B000-40B0CECA7089/audio/sub-f9988983-ebb5-434c-a20e-461e77f24cad_ses-25E1BE27-3505-47FF-B000-40B0CECA7089_Breath-Sounds_rec-Breath-Sounds.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_233.png
f9988983-ebb5-434c-a20e-461e77f24cad,Glides-High-to-Low,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-f9988983-ebb5-434c-a20e-461e77f24cad/ses-25E1BE27-3505-47FF-B000-40B0CECA7089/audio/sub-f9988983-ebb5-434c-a20e-461e77f24cad_ses-25E1BE27-3505-47FF-B000-40B0CECA7089_Glides_rec-Glides-High-to-Low.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_234.png
f9988983-ebb5-434c-a20e-461e77f24cad,Diadochokinesis-PA,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-f9988983-ebb5-434c-a20e-461e77f24cad/ses-25E1BE27-3505-47FF-B000-40B0CECA7089/audio/sub-f9988983-ebb5-434c-a20e-461e77f24cad_ses-25E1BE27-3505-47FF-B000-40B0CECA7089_Diadochokinesis_rec-Diadochokinesis-PA.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_235.png
f9988983-ebb5-434c-a20e-461e77f24cad,Prolonged-vowel,3,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-f9988983-ebb5-434c-a20e-461e77f24cad/ses-25E1BE27-3505-47FF-B000-40B0CECA7089/audio/sub-f9988983-ebb5-434c-a20e-461e77f24cad_ses-25E1BE27-3505-47FF-B000-40B0CECA7089_Prolonged-vowel_rec-Prolonged-vowel.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_236.png
f9988983-ebb5-434c-a20e-461e77f24cad,Respiration-and-cough-FiveBreaths-4,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-f9988983-ebb5-434c-a20e-461e77f24cad/ses-25E1BE27-3505-47FF-B000-40B0CECA7089/audio/sub-f9988983-ebb5-434c-a20e-461e77f24cad_ses-25E1BE27-3505-47FF-B000-40B0CECA7089_Respiration-and-cough_rec-Respiration-and-cough-FiveBreaths-4.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_237.png
f9988983-ebb5-434c-a20e-461e77f24cad,Diadochokinesis-buttercup,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-f9988983-ebb5-434c-a20e-461e77f24cad/ses-25E1BE27-3505-47FF-B000-40B0CECA7089/audio/sub-f9988983-ebb5-434c-a20e-461e77f24cad_ses-25E1BE27-3505-47FF-B000-40B0CECA7089_Diadochokinesis_rec-Diadochokinesis-buttercup.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_238.png
f9988983-ebb5-434c-a20e-461e77f24cad,Loudness,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-f9988983-ebb5-434c-a20e-461e77f24cad/ses-25E1BE27-3505-47FF-B000-40B0CECA7089/audio/sub-f9988983-ebb5-434c-a20e-461e77f24cad_ses-25E1BE27-3505-47FF-B000-40B0CECA7089_Loudness_rec-Loudness.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_239.png
f9988983-ebb5-434c-a20e-461e77f24cad,Respiration-and-cough-ThreeQuickBreaths-2,3,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-f9988983-ebb5-434c-a20e-461e77f24cad/ses-25E1BE27-3505-47FF-B000-40B0CECA7089/audio/sub-f9988983-ebb5-434c-a20e-461e77f24cad_ses-25E1BE27-3505-47FF-B000-40B0CECA7089_Respiration-and-cough_rec-Respiration-and-cough-ThreeQuickBreaths-2.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_240.png
f9988983-ebb5-434c-a20e-461e77f24cad,Respiration-and-cough-FiveBreaths-1,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-f9988983-ebb5-434c-a20e-461e77f24cad/ses-25E1BE27-3505-47FF-B000-40B0CECA7089/audio/sub-f9988983-ebb5-434c-a20e-461e77f24cad_ses-25E1BE27-3505-47FF-B000-40B0CECA7089_Respiration-and-cough_rec-Respiration-and-cough-FiveBreaths-1.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_241.png
f9988983-ebb5-434c-a20e-461e77f24cad,Respiration-and-cough-ThreeQuickBreaths-1,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-f9988983-ebb5-434c-a20e-461e77f24cad/ses-25E1BE27-3505-47FF-B000-40B0CECA7089/audio/sub-f9988983-ebb5-434c-a20e-461e77f24cad_ses-25E1BE27-3505-47FF-B000-40B0CECA7089_Respiration-and-cough_rec-Respiration-and-cough-ThreeQuickBreaths-1.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_242.png
f9988983-ebb5-434c-a20e-461e77f24cad,Respiration-and-cough-FiveBreaths-3,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-f9988983-ebb5-434c-a20e-461e77f24cad/ses-25E1BE27-3505-47FF-B000-40B0CECA7089/audio/sub-f9988983-ebb5-434c-a20e-461e77f24cad_ses-25E1BE27-3505-47FF-B000-40B0CECA7089_Respiration-and-cough_rec-Respiration-and-cough-FiveBreaths-3.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_243.png
f9988983-ebb5-434c-a20e-461e77f24cad,Respiration-and-cough-FiveBreaths-2,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-f9988983-ebb5-434c-a20e-461e77f24cad/ses-25E1BE27-3505-47FF-B000-40B0CECA7089/audio/sub-f9988983-ebb5-434c-a20e-461e77f24cad_ses-25E1BE27-3505-47FF-B000-40B0CECA7089_Respiration-and-cough_rec-Respiration-and-cough-FiveBreaths-2.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_244.png
f9988983-ebb5-434c-a20e-461e77f24cad,Diadochokinesis-KA,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-f9988983-ebb5-434c-a20e-461e77f24cad/ses-25E1BE27-3505-47FF-B000-40B0CECA7089/audio/sub-f9988983-ebb5-434c-a20e-461e77f24cad_ses-25E1BE27-3505-47FF-B000-40B0CECA7089_Diadochokinesis_rec-Diadochokinesis-KA.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_245.png
f9988983-ebb5-434c-a20e-461e77f24cad,Respiration-and-cough-Cough-2,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-f9988983-ebb5-434c-a20e-461e77f24cad/ses-25E1BE27-3505-47FF-B000-40B0CECA7089/audio/sub-f9988983-ebb5-434c-a20e-461e77f24cad_ses-25E1BE27-3505-47FF-B000-40B0CECA7089_Respiration-and-cough_rec-Respiration-and-cough-Cough-2.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_246.png
f9988983-ebb5-434c-a20e-461e77f24cad,Respiration-and-cough-Breath-2,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-f9988983-ebb5-434c-a20e-461e77f24cad/ses-25E1BE27-3505-47FF-B000-40B0CECA7089/audio/sub-f9988983-ebb5-434c-a20e-461e77f24cad_ses-25E1BE27-3505-47FF-B000-40B0CECA7089_Respiration-and-cough_rec-Respiration-and-cough-Breath-2.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_247.png
f9988983-ebb5-434c-a20e-461e77f24cad,Respiration-and-cough-Breath-1,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-f9988983-ebb5-434c-a20e-461e77f24cad/ses-25E1BE27-3505-47FF-B000-40B0CECA7089/audio/sub-f9988983-ebb5-434c-a20e-461e77f24cad_ses-25E1BE27-3505-47FF-B000-40B0CECA7089_Respiration-and-cough_rec-Respiration-and-cough-Breath-1.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_248.png
f9988983-ebb5-434c-a20e-461e77f24cad,Respiration-and-cough-Cough-1,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-f9988983-ebb5-434c-a20e-461e77f24cad/ses-25E1BE27-3505-47FF-B000-40B0CECA7089/audio/sub-f9988983-ebb5-434c-a20e-461e77f24cad_ses-25E1BE27-3505-47FF-B000-40B0CECA7089_Respiration-and-cough_rec-Respiration-and-cough-Cough-1.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_249.png
f9988983-ebb5-434c-a20e-461e77f24cad,Maximum-phonation-time-1,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-f9988983-ebb5-434c-a20e-461e77f24cad/ses-25E1BE27-3505-47FF-B000-40B0CECA7089/audio/sub-f9988983-ebb5-434c-a20e-461e77f24cad_ses-25E1BE27-3505-47FF-B000-40B0CECA7089_Maximum-phonation-time_rec-Maximum-phonation-time-1.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_250.png
f9988983-ebb5-434c-a20e-461e77f24cad,Maximum-phonation-time-2,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-f9988983-ebb5-434c-a20e-461e77f24cad/ses-25E1BE27-3505-47FF-B000-40B0CECA7089/audio/sub-f9988983-ebb5-434c-a20e-461e77f24cad_ses-25E1BE27-3505-47FF-B000-40B0CECA7089_Maximum-phonation-time_rec-Maximum-phonation-time-2.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_251.png
f9988983-ebb5-434c-a20e-461e77f24cad,Maximum-phonation-time-3,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-f9988983-ebb5-434c-a20e-461e77f24cad/ses-25E1BE27-3505-47FF-B000-40B0CECA7089/audio/sub-f9988983-ebb5-434c-a20e-461e77f24cad_ses-25E1BE27-3505-47FF-B000-40B0CECA7089_Maximum-phonation-time_rec-Maximum-phonation-time-3.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_252.png
f9988983-ebb5-434c-a20e-461e77f24cad,Diadochokinesis-TA,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-f9988983-ebb5-434c-a20e-461e77f24cad/ses-25E1BE27-3505-47FF-B000-40B0CECA7089/audio/sub-f9988983-ebb5-434c-a20e-461e77f24cad_ses-25E1BE27-3505-47FF-B000-40B0CECA7089_Diadochokinesis_rec-Diadochokinesis-TA.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_253.png
e179e555-9dfd-4842-b0be-dbbfdcc0426b,Diadochokinesis-TA,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-e179e555-9dfd-4842-b0be-dbbfdcc0426b/ses-9BAA7B58-72D7-4C85-9630-CD91DADF3D48/audio/sub-e179e555-9dfd-4842-b0be-dbbfdcc0426b_ses-9BAA7B58-72D7-4C85-9630-CD91DADF3D48_Diadochokinesis_rec-Diadochokinesis-TA.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_254.png
e179e555-9dfd-4842-b0be-dbbfdcc0426b,Respiration-and-cough-Breath-2,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-e179e555-9dfd-4842-b0be-dbbfdcc0426b/ses-9BAA7B58-72D7-4C85-9630-CD91DADF3D48/audio/sub-e179e555-9dfd-4842-b0be-dbbfdcc0426b_ses-9BAA7B58-72D7-4C85-9630-CD91DADF3D48_Respiration-and-cough_rec-Respiration-and-cough-Breath-2.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_255.png
e179e555-9dfd-4842-b0be-dbbfdcc0426b,Diadochokinesis-KA,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-e179e555-9dfd-4842-b0be-dbbfdcc0426b/ses-9BAA7B58-72D7-4C85-9630-CD91DADF3D48/audio/sub-e179e555-9dfd-4842-b0be-dbbfdcc0426b_ses-9BAA7B58-72D7-4C85-9630-CD91DADF3D48_Diadochokinesis_rec-Diadochokinesis-KA.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_256.png
e179e555-9dfd-4842-b0be-dbbfdcc0426b,Respiration-and-cough-Breath-1,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-e179e555-9dfd-4842-b0be-dbbfdcc0426b/ses-9BAA7B58-72D7-4C85-9630-CD91DADF3D48/audio/sub-e179e555-9dfd-4842-b0be-dbbfdcc0426b_ses-9BAA7B58-72D7-4C85-9630-CD91DADF3D48_Respiration-and-cough_rec-Respiration-and-cough-Breath-1.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_257.png
e179e555-9dfd-4842-b0be-dbbfdcc0426b,Respiration-and-cough-ThreeQuickBreaths-1,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-e179e555-9dfd-4842-b0be-dbbfdcc0426b/ses-9BAA7B58-72D7-4C85-9630-CD91DADF3D48/audio/sub-e179e555-9dfd-4842-b0be-dbbfdcc0426b_ses-9BAA7B58-72D7-4C85-9630-CD91DADF3D48_Respiration-and-cough_rec-Respiration-and-cough-ThreeQuickBreaths-1.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_258.png
e179e555-9dfd-4842-b0be-dbbfdcc0426b,Respiration-and-cough-Cough-2,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-e179e555-9dfd-4842-b0be-dbbfdcc0426b/ses-9BAA7B58-72D7-4C85-9630-CD91DADF3D48/audio/sub-e179e555-9dfd-4842-b0be-dbbfdcc0426b_ses-9BAA7B58-72D7-4C85-9630-CD91DADF3D48_Respiration-and-cough_rec-Respiration-and-cough-Cough-2.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_259.png
e179e555-9dfd-4842-b0be-dbbfdcc0426b,Prolonged-vowel,4,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-e179e555-9dfd-4842-b0be-dbbfdcc0426b/ses-9BAA7B58-72D7-4C85-9630-CD91DADF3D48/audio/sub-e179e555-9dfd-4842-b0be-dbbfdcc0426b_ses-9BAA7B58-72D7-4C85-9630-CD91DADF3D48_Prolonged-vowel_rec-Prolonged-vowel.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_260.png
e179e555-9dfd-4842-b0be-dbbfdcc0426b,Glides-Low-to-High,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-e179e555-9dfd-4842-b0be-dbbfdcc0426b/ses-9BAA7B58-72D7-4C85-9630-CD91DADF3D48/audio/sub-e179e555-9dfd-4842-b0be-dbbfdcc0426b_ses-9BAA7B58-72D7-4C85-9630-CD91DADF3D48_Glides_rec-Glides-Low-to-High.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_261.png
e179e555-9dfd-4842-b0be-dbbfdcc0426b,Respiration-and-cough-ThreeQuickBreaths-2,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-e179e555-9dfd-4842-b0be-dbbfdcc0426b/ses-9BAA7B58-72D7-4C85-9630-CD91DADF3D48/audio/sub-e179e555-9dfd-4842-b0be-dbbfdcc0426b_ses-9BAA7B58-72D7-4C85-9630-CD91DADF3D48_Respiration-and-cough_rec-Respiration-and-cough-ThreeQuickBreaths-2.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_262.png
e179e555-9dfd-4842-b0be-dbbfdcc0426b,Respiration-and-cough-Cough-1,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-e179e555-9dfd-4842-b0be-dbbfdcc0426b/ses-9BAA7B58-72D7-4C85-9630-CD91DADF3D48/audio/sub-e179e555-9dfd-4842-b0be-dbbfdcc0426b_ses-9BAA7B58-72D7-4C85-9630-CD91DADF3D48_Respiration-and-cough_rec-Respiration-and-cough-Cough-1.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_263.png
e179e555-9dfd-4842-b0be-dbbfdcc0426b,Diadochokinesis-Pataka,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-e179e555-9dfd-4842-b0be-dbbfdcc0426b/ses-9BAA7B58-72D7-4C85-9630-CD91DADF3D48/audio/sub-e179e555-9dfd-4842-b0be-dbbfdcc0426b_ses-9BAA7B58-72D7-4C85-9630-CD91DADF3D48_Diadochokinesis_rec-Diadochokinesis-Pataka.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_264.png
e179e555-9dfd-4842-b0be-dbbfdcc0426b,Diadochokinesis-PA,3,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-e179e555-9dfd-4842-b0be-dbbfdcc0426b/ses-9BAA7B58-72D7-4C85-9630-CD91DADF3D48/audio/sub-e179e555-9dfd-4842-b0be-dbbfdcc0426b_ses-9BAA7B58-72D7-4C85-9630-CD91DADF3D48_Diadochokinesis_rec-Diadochokinesis-PA.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_265.png
e179e555-9dfd-4842-b0be-dbbfdcc0426b,Respiration-and-cough-FiveBreaths-1,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-e179e555-9dfd-4842-b0be-dbbfdcc0426b/ses-9BAA7B58-72D7-4C85-9630-CD91DADF3D48/audio/sub-e179e555-9dfd-4842-b0be-dbbfdcc0426b_ses-9BAA7B58-72D7-4C85-9630-CD91DADF3D48_Respiration-and-cough_rec-Respiration-and-cough-FiveBreaths-1.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_266.png
e179e555-9dfd-4842-b0be-dbbfdcc0426b,Loudness,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-e179e555-9dfd-4842-b0be-dbbfdcc0426b/ses-9BAA7B58-72D7-4C85-9630-CD91DADF3D48/audio/sub-e179e555-9dfd-4842-b0be-dbbfdcc0426b_ses-9BAA7B58-72D7-4C85-9630-CD91DADF3D48_Loudness_rec-Loudness.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_267.png
e179e555-9dfd-4842-b0be-dbbfdcc0426b,Respiration-and-cough-FiveBreaths-3,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-e179e555-9dfd-4842-b0be-dbbfdcc0426b/ses-9BAA7B58-72D7-4C85-9630-CD91DADF3D48/audio/sub-e179e555-9dfd-4842-b0be-dbbfdcc0426b_ses-9BAA7B58-72D7-4C85-9630-CD91DADF3D48_Respiration-and-cough_rec-Respiration-and-cough-FiveBreaths-3.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_268.png
e179e555-9dfd-4842-b0be-dbbfdcc0426b,Glides-High-to-Low,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-e179e555-9dfd-4842-b0be-dbbfdcc0426b/ses-9BAA7B58-72D7-4C85-9630-CD91DADF3D48/audio/sub-e179e555-9dfd-4842-b0be-dbbfdcc0426b_ses-9BAA7B58-72D7-4C85-9630-CD91DADF3D48_Glides_rec-Glides-High-to-Low.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_269.png
e179e555-9dfd-4842-b0be-dbbfdcc0426b,Respiration-and-cough-FiveBreaths-2,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-e179e555-9dfd-4842-b0be-dbbfdcc0426b/ses-9BAA7B58-72D7-4C85-9630-CD91DADF3D48/audio/sub-e179e555-9dfd-4842-b0be-dbbfdcc0426b_ses-9BAA7B58-72D7-4C85-9630-CD91DADF3D48_Respiration-and-cough_rec-Respiration-and-cough-FiveBreaths-2.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_270.png
e179e555-9dfd-4842-b0be-dbbfdcc0426b,Maximum-phonation-time-1,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-e179e555-9dfd-4842-b0be-dbbfdcc0426b/ses-9BAA7B58-72D7-4C85-9630-CD91DADF3D48/audio/sub-e179e555-9dfd-4842-b0be-dbbfdcc0426b_ses-9BAA7B58-72D7-4C85-9630-CD91DADF3D48_Maximum-phonation-time_rec-Maximum-phonation-time-1.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_271.png
e179e555-9dfd-4842-b0be-dbbfdcc0426b,Maximum-phonation-time-3,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-e179e555-9dfd-4842-b0be-dbbfdcc0426b/ses-9BAA7B58-72D7-4C85-9630-CD91DADF3D48/audio/sub-e179e555-9dfd-4842-b0be-dbbfdcc0426b_ses-9BAA7B58-72D7-4C85-9630-CD91DADF3D48_Maximum-phonation-time_rec-Maximum-phonation-time-3.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_272.png
e179e555-9dfd-4842-b0be-dbbfdcc0426b,Diadochokinesis-buttercup,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-e179e555-9dfd-4842-b0be-dbbfdcc0426b/ses-9BAA7B58-72D7-4C85-9630-CD91DADF3D48/audio/sub-e179e555-9dfd-4842-b0be-dbbfdcc0426b_ses-9BAA7B58-72D7-4C85-9630-CD91DADF3D48_Diadochokinesis_rec-Diadochokinesis-buttercup.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_273.png
e179e555-9dfd-4842-b0be-dbbfdcc0426b,Maximum-phonation-time-2,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-e179e555-9dfd-4842-b0be-dbbfdcc0426b/ses-9BAA7B58-72D7-4C85-9630-CD91DADF3D48/audio/sub-e179e555-9dfd-4842-b0be-dbbfdcc0426b_ses-9BAA7B58-72D7-4C85-9630-CD91DADF3D48_Maximum-phonation-time_rec-Maximum-phonation-time-2.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_274.png
e179e555-9dfd-4842-b0be-dbbfdcc0426b,Respiration-and-cough-FiveBreaths-4,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-e179e555-9dfd-4842-b0be-dbbfdcc0426b/ses-9BAA7B58-72D7-4C85-9630-CD91DADF3D48/audio/sub-e179e555-9dfd-4842-b0be-dbbfdcc0426b_ses-9BAA7B58-72D7-4C85-9630-CD91DADF3D48_Respiration-and-cough_rec-Respiration-and-cough-FiveBreaths-4.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_275.png
fef8f989-e8a1-429e-8406-679f47215263,Respiration-and-cough-Breath-1,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-fef8f989-e8a1-429e-8406-679f47215263/ses-9EB42BC6-6E5E-4559-8783-55980AFBA6A6/audio/sub-fef8f989-e8a1-429e-8406-679f47215263_ses-9EB42BC6-6E5E-4559-8783-55980AFBA6A6_Respiration-and-cough_rec-Respiration-and-cough-Breath-1.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_276.png
fef8f989-e8a1-429e-8406-679f47215263,Diadochokinesis-KA,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-fef8f989-e8a1-429e-8406-679f47215263/ses-9EB42BC6-6E5E-4559-8783-55980AFBA6A6/audio/sub-fef8f989-e8a1-429e-8406-679f47215263_ses-9EB42BC6-6E5E-4559-8783-55980AFBA6A6_Diadochokinesis_rec-Diadochokinesis-KA.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_277.png
fef8f989-e8a1-429e-8406-679f47215263,Respiration-and-cough-Breath-2,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-fef8f989-e8a1-429e-8406-679f47215263/ses-9EB42BC6-6E5E-4559-8783-55980AFBA6A6/audio/sub-fef8f989-e8a1-429e-8406-679f47215263_ses-9EB42BC6-6E5E-4559-8783-55980AFBA6A6_Respiration-and-cough_rec-Respiration-and-cough-Breath-2.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_278.png
fef8f989-e8a1-429e-8406-679f47215263,Respiration-and-cough-Cough-2,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-fef8f989-e8a1-429e-8406-679f47215263/ses-9EB42BC6-6E5E-4559-8783-55980AFBA6A6/audio/sub-fef8f989-e8a1-429e-8406-679f47215263_ses-9EB42BC6-6E5E-4559-8783-55980AFBA6A6_Respiration-and-cough_rec-Respiration-and-cough-Cough-2.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_279.png
fef8f989-e8a1-429e-8406-679f47215263,Loudness,5,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-fef8f989-e8a1-429e-8406-679f47215263/ses-9EB42BC6-6E5E-4559-8783-55980AFBA6A6/audio/sub-fef8f989-e8a1-429e-8406-679f47215263_ses-9EB42BC6-6E5E-4559-8783-55980AFBA6A6_Loudness_rec-Loudness.wav,/Users/rachelwang/Downloads/notes/models/adherence_spectrograms_nonlabeled/spectrogram_280.png
