pid,task,quality,file
29ff3e95-6edc-413d-8fa3-ddc34fb02a52,Free-speech-1,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-29ff3e95-6edc-413d-8fa3-ddc34fb02a52/ses-CE9E8A96-DB4E-41A2-B693-8048E844CC2A/audio/sub-29ff3e95-6edc-413d-8fa3-ddc34fb02a52_ses-CE9E8A96-DB4E-41A2-B693-8048E844CC2A_Free-speech_rec-Free-speech-1.wav
29ff3e95-6edc-413d-8fa3-ddc34fb02a52,Free-speech-2,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-29ff3e95-6edc-413d-8fa3-ddc34fb02a52/ses-CE9E8A96-DB4E-41A2-B693-8048E844CC2A/audio/sub-29ff3e95-6edc-413d-8fa3-ddc34fb02a52_ses-CE9E8A96-DB4E-41A2-B693-8048E844CC2A_Free-speech_rec-Free-speech-2.wav
29ff3e95-6edc-413d-8fa3-ddc34fb02a52,Free-speech-3,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-29ff3e95-6edc-413d-8fa3-ddc34fb02a52/ses-CE9E8A96-DB4E-41A2-B693-8048E844CC2A/audio/sub-29ff3e95-6edc-413d-8fa3-ddc34fb02a52_ses-CE9E8A96-DB4E-41A2-B693-8048E844CC2A_Free-speech_rec-Free-speech-3.wav
29ff3e95-6edc-413d-8fa3-ddc34fb02a52,Voluntary-Cough,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-29ff3e95-6edc-413d-8fa3-ddc34fb02a52/ses-CE9E8A96-DB4E-41A2-B693-8048E844CC2A/audio/sub-29ff3e95-6edc-413d-8fa3-ddc34fb02a52_ses-CE9E8A96-DB4E-41A2-B693-8048E844CC2A_Voluntary-Cough_rec-Voluntary-Cough.wav
29ff3e95-6edc-413d-8fa3-ddc34fb02a52,Diadochokinesis-Pataka,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-29ff3e95-6edc-413d-8fa3-ddc34fb02a52/ses-CE9E8A96-DB4E-41A2-B693-8048E844CC2A/audio/sub-29ff3e95-6edc-413d-8fa3-ddc34fb02a52_ses-CE9E8A96-DB4E-41A2-B693-8048E844CC2A_Diadochokinesis_rec-Diadochokinesis-Pataka.wav
f286ac55-5737-4c8f-8219-534f8c67a438,Audio-Check-4,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-f286ac55-5737-4c8f-8219-534f8c67a438/ses-1A312A29-4FFF-4875-B5AE-12C765E84E75/audio/sub-f286ac55-5737-4c8f-8219-534f8c67a438_ses-1A312A29-4FFF-4875-B5AE-12C765E84E75_Audio-Check_rec-Audio-Check-4.wav
f286ac55-5737-4c8f-8219-534f8c67a438,Audio-Check-1,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-f286ac55-5737-4c8f-8219-534f8c67a438/ses-1A312A29-4FFF-4875-B5AE-12C765E84E75/audio/sub-f286ac55-5737-4c8f-8219-534f8c67a438_ses-1A312A29-4FFF-4875-B5AE-12C765E84E75_Audio-Check_rec-Audio-Check-1.wav
f286ac55-5737-4c8f-8219-534f8c67a438,Audio-Check-2,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-f286ac55-5737-4c8f-8219-534f8c67a438/ses-1A312A29-4FFF-4875-B5AE-12C765E84E75/audio/sub-f286ac55-5737-4c8f-8219-534f8c67a438_ses-1A312A29-4FFF-4875-B5AE-12C765E84E75_Audio-Check_rec-Audio-Check-2.wav
f286ac55-5737-4c8f-8219-534f8c67a438,Audio-Check-3,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-f286ac55-5737-4c8f-8219-534f8c67a438/ses-1A312A29-4FFF-4875-B5AE-12C765E84E75/audio/sub-f286ac55-5737-4c8f-8219-534f8c67a438_ses-1A312A29-4FFF-4875-B5AE-12C765E84E75_Audio-Check_rec-Audio-Check-3.wav
b2c85f00-fe89-443c-8f59-15483fde6bb8,Free-speech-1,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8/ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748/audio/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8_ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748_Free-speech_rec-Free-speech-1.wav
b2c85f00-fe89-443c-8f59-15483fde6bb8,Diadochokinesis-TA,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8/ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748/audio/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8_ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748_Diadochokinesis_rec-Diadochokinesis-TA.wav
b2c85f00-fe89-443c-8f59-15483fde6bb8,Free-speech-2,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8/ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748/audio/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8_ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748_Free-speech_rec-Free-speech-2.wav
b2c85f00-fe89-443c-8f59-15483fde6bb8,Respiration-and-cough-FiveBreaths-4,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8/ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748/audio/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8_ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748_Respiration-and-cough_rec-Respiration-and-cough-FiveBreaths-4.wav
b2c85f00-fe89-443c-8f59-15483fde6bb8,Free-speech-3,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8/ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748/audio/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8_ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748_Free-speech_rec-Free-speech-3.wav
b2c85f00-fe89-443c-8f59-15483fde6bb8,Respiration-and-cough-Cough-2,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8/ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748/audio/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8_ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748_Respiration-and-cough_rec-Respiration-and-cough-Cough-2.wav
b2c85f00-fe89-443c-8f59-15483fde6bb8,Respiration-and-cough-FiveBreaths-1,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8/ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748/audio/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8_ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748_Respiration-and-cough_rec-Respiration-and-cough-FiveBreaths-1.wav
b2c85f00-fe89-443c-8f59-15483fde6bb8,Respiration-and-cough-Cough-1,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8/ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748/audio/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8_ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748_Respiration-and-cough_rec-Respiration-and-cough-Cough-1.wav
b2c85f00-fe89-443c-8f59-15483fde6bb8,Respiration-and-cough-FiveBreaths-3,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8/ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748/audio/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8_ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748_Respiration-and-cough_rec-Respiration-and-cough-FiveBreaths-3.wav
b2c85f00-fe89-443c-8f59-15483fde6bb8,Respiration-and-cough-FiveBreaths-2,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8/ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748/audio/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8_ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748_Respiration-and-cough_rec-Respiration-and-cough-FiveBreaths-2.wav
b2c85f00-fe89-443c-8f59-15483fde6bb8,Diadochokinesis-KA,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8/ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748/audio/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8_ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748_Diadochokinesis_rec-Diadochokinesis-KA.wav
b2c85f00-fe89-443c-8f59-15483fde6bb8,Respiration-and-cough-ThreeQuickBreaths-1,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8/ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748/audio/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8_ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748_Respiration-and-cough_rec-Respiration-and-cough-ThreeQuickBreaths-1.wav
b2c85f00-fe89-443c-8f59-15483fde6bb8,Caterpillar-Passage,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8/ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748/audio/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8_ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748_Caterpillar-Passage_rec-Caterpillar-Passage.wav
b2c85f00-fe89-443c-8f59-15483fde6bb8,Rainbow-Passage,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8/ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748/audio/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8_ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748_Rainbow-Passage_rec-Rainbow-Passage.wav
b2c85f00-fe89-443c-8f59-15483fde6bb8,Respiration-and-cough-ThreeQuickBreaths-2,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8/ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748/audio/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8_ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748_Respiration-and-cough_rec-Respiration-and-cough-ThreeQuickBreaths-2.wav
b2c85f00-fe89-443c-8f59-15483fde6bb8,Free-Speech,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8/ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748/audio/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8_ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748_Free-Speech_rec-Free-Speech.wav
b2c85f00-fe89-443c-8f59-15483fde6bb8,Maximum-phonation-time-2,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8/ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748/audio/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8_ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748_Maximum-phonation-time_rec-Maximum-phonation-time-2.wav
b2c85f00-fe89-443c-8f59-15483fde6bb8,Maximum-phonation-time-3,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8/ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748/audio/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8_ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748_Maximum-phonation-time_rec-Maximum-phonation-time-3.wav
b2c85f00-fe89-443c-8f59-15483fde6bb8,Cape-V-sentences-6,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8/ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748/audio/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8_ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748_Cape-V-sentences_rec-Cape-V-sentences-6.wav
b2c85f00-fe89-443c-8f59-15483fde6bb8,Audio-Check-4,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8/ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748/audio/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8_ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748_Audio-Check_rec-Audio-Check-4.wav
b2c85f00-fe89-443c-8f59-15483fde6bb8,Cape-V-sentences-4,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8/ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748/audio/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8_ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748_Cape-V-sentences_rec-Cape-V-sentences-4.wav
b2c85f00-fe89-443c-8f59-15483fde6bb8,Loudness,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8/ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748/audio/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8_ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748_Loudness_rec-Loudness.wav
b2c85f00-fe89-443c-8f59-15483fde6bb8,Maximum-phonation-time-1,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8/ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748/audio/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8_ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748_Maximum-phonation-time_rec-Maximum-phonation-time-1.wav
b2c85f00-fe89-443c-8f59-15483fde6bb8,Diadochokinesis-PA,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8/ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748/audio/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8_ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748_Diadochokinesis_rec-Diadochokinesis-PA.wav
b2c85f00-fe89-443c-8f59-15483fde6bb8,Cape-V-sentences-5,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8/ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748/audio/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8_ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748_Cape-V-sentences_rec-Cape-V-sentences-5.wav
b2c85f00-fe89-443c-8f59-15483fde6bb8,Diadochokinesis-buttercup,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8/ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748/audio/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8_ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748_Diadochokinesis_rec-Diadochokinesis-buttercup.wav
b2c85f00-fe89-443c-8f59-15483fde6bb8,Audio-Check-3,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8/ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748/audio/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8_ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748_Audio-Check_rec-Audio-Check-3.wav
b2c85f00-fe89-443c-8f59-15483fde6bb8,Prolonged-vowel,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8/ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748/audio/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8_ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748_Prolonged-vowel_rec-Prolonged-vowel.wav
b2c85f00-fe89-443c-8f59-15483fde6bb8,Cape-V-sentences-1,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8/ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748/audio/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8_ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748_Cape-V-sentences_rec-Cape-V-sentences-1.wav
b2c85f00-fe89-443c-8f59-15483fde6bb8,Glides-High-to-Low,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8/ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748/audio/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8_ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748_Glides_rec-Glides-High-to-Low.wav
b2c85f00-fe89-443c-8f59-15483fde6bb8,Audio-Check-2,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8/ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748/audio/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8_ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748_Audio-Check_rec-Audio-Check-2.wav
b2c85f00-fe89-443c-8f59-15483fde6bb8,Cape-V-sentences-2,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8/ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748/audio/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8_ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748_Cape-V-sentences_rec-Cape-V-sentences-2.wav
b2c85f00-fe89-443c-8f59-15483fde6bb8,Cape-V-sentences-3,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8/ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748/audio/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8_ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748_Cape-V-sentences_rec-Cape-V-sentences-3.wav
b2c85f00-fe89-443c-8f59-15483fde6bb8,Audio-Check-1,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8/ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748/audio/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8_ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748_Audio-Check_rec-Audio-Check-1.wav
b2c85f00-fe89-443c-8f59-15483fde6bb8,Diadochokinesis-Pataka,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8/ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748/audio/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8_ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748_Diadochokinesis_rec-Diadochokinesis-Pataka.wav
b2c85f00-fe89-443c-8f59-15483fde6bb8,Glides-Low-to-High,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8/ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748/audio/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8_ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748_Glides_rec-Glides-Low-to-High.wav
b2c85f00-fe89-443c-8f59-15483fde6bb8,Respiration-and-cough-Breath-1,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8/ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748/audio/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8_ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748_Respiration-and-cough_rec-Respiration-and-cough-Breath-1.wav
b2c85f00-fe89-443c-8f59-15483fde6bb8,Story-recall,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8/ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748/audio/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8_ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748_Story-recall_rec-Story-recall.wav
b2c85f00-fe89-443c-8f59-15483fde6bb8,Picture-description,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8/ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748/audio/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8_ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748_Picture-description_rec-Picture-description.wav
b2c85f00-fe89-443c-8f59-15483fde6bb8,Respiration-and-cough-Breath-2,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8/ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748/audio/sub-b2c85f00-fe89-443c-8f59-15483fde6bb8_ses-FDF3B746-AAFF-4001-BC81-C0B7052EF748_Respiration-and-cough_rec-Respiration-and-cough-Breath-2.wav
ea72fe62-b508-4dca-8cd1-51803cd1c3f2,Productive-Vocabulary-6,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-ea72fe62-b508-4dca-8cd1-51803cd1c3f2/ses-967F53E1-AECF-4345-8253-B96CF635E0D7/audio/sub-ea72fe62-b508-4dca-8cd1-51803cd1c3f2_ses-967F53E1-AECF-4345-8253-B96CF635E0D7_Productive-Vocabulary_rec-Productive-Vocabulary-6.wav
ea72fe62-b508-4dca-8cd1-51803cd1c3f2,Diadochokinesis-Pataka,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-ea72fe62-b508-4dca-8cd1-51803cd1c3f2/ses-967F53E1-AECF-4345-8253-B96CF635E0D7/audio/sub-ea72fe62-b508-4dca-8cd1-51803cd1c3f2_ses-967F53E1-AECF-4345-8253-B96CF635E0D7_Diadochokinesis_rec-Diadochokinesis-Pataka.wav
ea72fe62-b508-4dca-8cd1-51803cd1c3f2,Random-Item-Generation,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-ea72fe62-b508-4dca-8cd1-51803cd1c3f2/ses-967F53E1-AECF-4345-8253-B96CF635E0D7/audio/sub-ea72fe62-b508-4dca-8cd1-51803cd1c3f2_ses-967F53E1-AECF-4345-8253-B96CF635E0D7_Random-Item-Generation_rec-Random-Item-Generation.wav
ea72fe62-b508-4dca-8cd1-51803cd1c3f2,Productive-Vocabulary-5,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-ea72fe62-b508-4dca-8cd1-51803cd1c3f2/ses-967F53E1-AECF-4345-8253-B96CF635E0D7/audio/sub-ea72fe62-b508-4dca-8cd1-51803cd1c3f2_ses-967F53E1-AECF-4345-8253-B96CF635E0D7_Productive-Vocabulary_rec-Productive-Vocabulary-5.wav
ea72fe62-b508-4dca-8cd1-51803cd1c3f2,Productive-Vocabulary-4,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-ea72fe62-b508-4dca-8cd1-51803cd1c3f2/ses-967F53E1-AECF-4345-8253-B96CF635E0D7/audio/sub-ea72fe62-b508-4dca-8cd1-51803cd1c3f2_ses-967F53E1-AECF-4345-8253-B96CF635E0D7_Productive-Vocabulary_rec-Productive-Vocabulary-4.wav
ea72fe62-b508-4dca-8cd1-51803cd1c3f2,Prolonged-vowel,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-ea72fe62-b508-4dca-8cd1-51803cd1c3f2/ses-967F53E1-AECF-4345-8253-B96CF635E0D7/audio/sub-ea72fe62-b508-4dca-8cd1-51803cd1c3f2_ses-967F53E1-AECF-4345-8253-B96CF635E0D7_Prolonged-vowel_rec-Prolonged-vowel.wav
ea72fe62-b508-4dca-8cd1-51803cd1c3f2,Productive-Vocabulary-1,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-ea72fe62-b508-4dca-8cd1-51803cd1c3f2/ses-967F53E1-AECF-4345-8253-B96CF635E0D7/audio/sub-ea72fe62-b508-4dca-8cd1-51803cd1c3f2_ses-967F53E1-AECF-4345-8253-B96CF635E0D7_Productive-Vocabulary_rec-Productive-Vocabulary-1.wav
ea72fe62-b508-4dca-8cd1-51803cd1c3f2,Productive-Vocabulary-3,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-ea72fe62-b508-4dca-8cd1-51803cd1c3f2/ses-967F53E1-AECF-4345-8253-B96CF635E0D7/audio/sub-ea72fe62-b508-4dca-8cd1-51803cd1c3f2_ses-967F53E1-AECF-4345-8253-B96CF635E0D7_Productive-Vocabulary_rec-Productive-Vocabulary-3.wav
ea72fe62-b508-4dca-8cd1-51803cd1c3f2,Story-recall,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-ea72fe62-b508-4dca-8cd1-51803cd1c3f2/ses-967F53E1-AECF-4345-8253-B96CF635E0D7/audio/sub-ea72fe62-b508-4dca-8cd1-51803cd1c3f2_ses-967F53E1-AECF-4345-8253-B96CF635E0D7_Story-recall_rec-Story-recall.wav
ea72fe62-b508-4dca-8cd1-51803cd1c3f2,Glides-Low-to-High,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-ea72fe62-b508-4dca-8cd1-51803cd1c3f2/ses-967F53E1-AECF-4345-8253-B96CF635E0D7/audio/sub-ea72fe62-b508-4dca-8cd1-51803cd1c3f2_ses-967F53E1-AECF-4345-8253-B96CF635E0D7_Glides_rec-Glides-Low-to-High.wav
ea72fe62-b508-4dca-8cd1-51803cd1c3f2,Diadochokinesis-TA,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-ea72fe62-b508-4dca-8cd1-51803cd1c3f2/ses-967F53E1-AECF-4345-8253-B96CF635E0D7/audio/sub-ea72fe62-b508-4dca-8cd1-51803cd1c3f2_ses-967F53E1-AECF-4345-8253-B96CF635E0D7_Diadochokinesis_rec-Diadochokinesis-TA.wav
ea72fe62-b508-4dca-8cd1-51803cd1c3f2,Cinderella-Story,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-ea72fe62-b508-4dca-8cd1-51803cd1c3f2/ses-967F53E1-AECF-4345-8253-B96CF635E0D7/audio/sub-ea72fe62-b508-4dca-8cd1-51803cd1c3f2_ses-967F53E1-AECF-4345-8253-B96CF635E0D7_Cinderella-Story_rec-Cinderella-Story.wav
ea72fe62-b508-4dca-8cd1-51803cd1c3f2,Productive-Vocabulary-2,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-ea72fe62-b508-4dca-8cd1-51803cd1c3f2/ses-967F53E1-AECF-4345-8253-B96CF635E0D7/audio/sub-ea72fe62-b508-4dca-8cd1-51803cd1c3f2_ses-967F53E1-AECF-4345-8253-B96CF635E0D7_Productive-Vocabulary_rec-Productive-Vocabulary-2.wav
ea72fe62-b508-4dca-8cd1-51803cd1c3f2,Respiration-and-cough-Breath-2,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-ea72fe62-b508-4dca-8cd1-51803cd1c3f2/ses-967F53E1-AECF-4345-8253-B96CF635E0D7/audio/sub-ea72fe62-b508-4dca-8cd1-51803cd1c3f2_ses-967F53E1-AECF-4345-8253-B96CF635E0D7_Respiration-and-cough_rec-Respiration-and-cough-Breath-2.wav
